id_ato_linkado,pdf,status_validacao,motivo_falha
635-R88,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R89,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R90,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R91,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R92,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R93,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R94,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R98,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R99,DODF 224 02-12-2021 INTEGRA.pdf,validado,
636-R103,DODF 123 02-07-2021 INTEGRA.pdf,validado,
636-R109,DODF 235 17-12-2021 INTEGRA.pdf,validado,
636-R116,DODF 115 19-06-2019 INTEGRA.pdf,validado,
636-R118,DODF 102 31-05-2019 INTEGRA.pdf,validado,
636-R119,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R120,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R121,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R134,DODF 173 14-09-2021 INTEGRA.pdf,validado,
636-R135,DODF 232 14-12-2021 INTEGRA.pdf,validado,
636-R141,DODF 215 18-11-2021 INTEGRA.pdf,validado,
636-R143,DODF 215 18-11-2021 INTEGRA.pdf,validado,
636-R144,DODF 215 18-11-2021 INTEGRA.pdf,validado,
636-R145,DODF 215 18-11-2021 INTEGRA.pdf,validado,
636-R158,DODF 222 22-11-2018 INTEGRA.pdf,validado,
636-R161,DODF 191 08-10-2021 INTEGRA.pdf,validado,
636-R163,DODF 236 12-12-2019 INTEGRA.pdf,validado,
636-R165,DODF 110 15-06-2021 INTEGRA.pdf,validado,
636-R176,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R80,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R82,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R83,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R86,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R88,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R89,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R90,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R91,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R94,DODF 181 24-09-2021 INTEGRA.pdf,validado,
636-R96,DODF 236 20-12-2021 INTEGRA.pdf,validado,
636-R97,DODF 115 19-06-2019 INTEGRA.pdf,validado,
637-R110,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R113,DODF 029 09-02-2018 INTEGRA.pdf,validado,
637-R115,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R118,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R123,DODF 102 31-05-2019 INTEGRA.pdf,validado,
637-R126,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R127,DODF 107 10-06-2021 INTEGRA.pdf,validado,
637-R129,DODF 236 12-12-2019 INTEGRA.pdf,validado,
637-R133,DODF 236 20-12-2021 INTEGRA.pdf,validado,
637-R137,DODF 125 06-07-2021 INTEGRA.pdf,validado,
637-R141,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R142,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R143,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R144,DODF 117 24-06-2021 INTEGRA.pdf,validado,
637-R145,DODF 029 09-02-2018 INTEGRA.pdf,validado,
637-R147,DODF 044 07-03-2022 INTEGRA.pdf,validado,
637-R152,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R156,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R157,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R162,DODF 236 12-12-2019 INTEGRA.pdf,validado,
637-R170,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R171,DODF 115 19-06-2019 INTEGRA.pdf,validado,
637-R181,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R183,DODF 191 08-10-2021 INTEGRA.pdf,validado,
637-R184,DODF 191 08-10-2021 INTEGRA.pdf,validado,
638-R140,DODF 215 18-11-2021 INTEGRA.pdf,validado,
638-R25,DODF 060 29-03-2019 INTEGRA.pdf,validado,
638-R29,DODF 115 19-06-2019 INTEGRA.pdf,validado,
638-R41,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R42,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R50,DODF 236 12-12-2019 INTEGRA.pdf,validado,
638-R51,DODF 236 20-12-2021 INTEGRA.pdf,validado,
638-R58,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R59,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R63,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R64,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R65,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R66,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R67,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R68,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R69,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R78,DODF 115 19-06-2019 INTEGRA.pdf,validado,
638-R79,DODF 053 18-03-2022 INTEGRA.pdf,validado,
638-R81,DODF 055 22-03-2022 INTEGRA.pdf,validado,
639-R10,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R95,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R105,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R11,DODF 224 02-12-2021 INTEGRA.pdf,validado,
639-R115,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R125,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R126,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R136,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R137,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R138,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R139,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R140,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R143,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R144,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R145,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R146,DODF 029 09-02-2018 INTEGRA.pdf,validado,
639-R153,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R154,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R156,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R159,DODF 222 22-11-2018 INTEGRA.pdf,validado,
639-R16,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R17,DODF 195 11-10-2019 INTEGRA.pdf,validado,
639-R19,DODF 245 27-12-2018 INTEGRA.pdf,validado,
639-R23,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R26,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R27,DODF 184 29-09-2021 INTEGRA.pdf,validado,
639-R43,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R44,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R45,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R46,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R47,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R48,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R49,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R50,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R51,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R52,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R53,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R54,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R55,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R56,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R57,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R58,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R59,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R60,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R61,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R62,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R63,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R64,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R65,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R66,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R67,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R68,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R69,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R70,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R71,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R72,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R73,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R74,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R75,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R76,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R77,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R78,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R79,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R80,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R81,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R82,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R83,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R84,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R85,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R86,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R87,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R88,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R89,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R9,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R90,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R91,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R92,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R93,DODF 044 07-03-2022 INTEGRA.pdf,validado,
639-R94,DODF 044 07-03-2022 INTEGRA.pdf,validado,
640-R1,DODF 055 22-03-2022 INTEGRA.pdf,validado,
640-R2,DODF 055 22-03-2022 INTEGRA.pdf,validado,
640-R3,DODF 055 22-03-2022 INTEGRA.pdf,validado,
640-R4,DODF 055 22-03-2022 INTEGRA.pdf,validado,
665-R53,DODF 125 06-07-2021 INTEGRA.pdf,validado,
665-R54,DODF 125 06-07-2021 INTEGRA.pdf,validado,
665-R56,DODF 110 15-06-2021 INTEGRA.pdf,validado,
665-R57,DODF 029 09-02-2018 INTEGRA.pdf,validado,
665-R58,DODF 029 09-02-2018 INTEGRA.pdf,validado,
665-R59,DODF 126 07-07-2021 INTEGRA.pdf,validado,
665-R83,DODF 222 22-11-2018 INTEGRA.pdf,validado,
666-R45,DODF 121 30-06-2021 INTEGRA.pdf,validado,
666-R46,DODF 121 30-06-2021 INTEGRA.pdf,validado,
666-R48,DODF 121 30-06-2021 INTEGRA.pdf,validado,
666-R49,DODF 121 30-06-2021 INTEGRA.pdf,validado,
666-R50,DODF 121 30-06-2021 INTEGRA.pdf,validado,
666-R52,DODF 121 30-06-2021 INTEGRA.pdf,validado,
666-R85,DODF 236 20-12-2021 INTEGRA.pdf,validado,
667-R60,DODF 121 30-06-2021 INTEGRA.pdf,validado,
668-R12,DODF 107 10-06-2021 INTEGRA.pdf,validado,
668-R14,DODF 238 16-12-2019 INTEGRA.pdf,validado,
668-R19,DODF 107 10-06-2021 INTEGRA.pdf,validado,
668-R22,DODF 236 20-12-2021 INTEGRA.pdf,validado,
668-R59,DODF 107 10-06-2021 INTEGRA.pdf,validado,
668-R61,DODF 235 17-12-2021 INTEGRA.pdf,validado,
668-R64,DODF 195 11-10-2019 INTEGRA.pdf,validado,
668-R85,DODF 107 10-06-2021 INTEGRA.pdf,validado,
668-R86,DODF 222 22-11-2018 INTEGRA.pdf,validado,
669-R10,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R11,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R12,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R15,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R53,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R54,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R55,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R7,DODF 123 02-07-2021 INTEGRA.pdf,validado,
669-R9,DODF 123 02-07-2021 INTEGRA.pdf,validado,
670-R37,DODF 125 06-07-2021 INTEGRA.pdf,validado,
670-R9,DODF 126 07-07-2021 INTEGRA.pdf,validado,
671-R42,DODF 113 18-06-2021 INTEGRA.pdf,validado,
671-R48,DODF 195 11-10-2019 INTEGRA.pdf,validado,
671-R49,DODF 113 18-06-2021 INTEGRA.pdf,validado,
671-R50,DODF 113 18-06-2021 INTEGRA.pdf,validado,
671-R52,DODF 115 19-06-2019 INTEGRA.pdf,validado,
672-R52,DODF 117 24-06-2021 INTEGRA.pdf,validado,
672-R53,DODF 195 11-10-2019 INTEGRA.pdf,validado,
672-R61,DODF 224 02-12-2021 INTEGRA.pdf,validado,
672-R63,DODF 126 07-07-2021 INTEGRA.pdf,validado,
6_24.7.2019-R1,DODF 138 24-07-2019 INTEGRA.pdf,validado,
6_24.7.2019-R2,DODF 138 24-07-2019 INTEGRA.pdf,validado,
6_24.7.2019-R8,DODF 138 24-07-2019 INTEGRA.pdf,validado,
7_2.8.2019-R1,DODF 145 02-08-2019 INTEGRA.pdf,validado,
7_2.8.2019-R2,DODF 145 02-08-2019 INTEGRA.pdf,validado,
7_2.8.2019-R3,DODF 145 02-08-2019 INTEGRA.pdf,validado,
7_2.8.2019-R4,DODF 145 02-08-2019 INTEGRA.pdf,validado,
7_2.8.2019-R5,DODF 145 02-08-2019 INTEGRA.pdf,validado,
7_2.8.2019-R6,DODF 145 02-08-2019 INTEGRA.pdf,validado,
8_13.8.2019-R1,DODF 152 13-08-2019 INTEGRA.pdf,validado,
8_13.8.2019-R16,DODF 152 13-08-2019 INTEGRA.pdf,validado,
8_13.8.2019-R17,DODF 152 13-08-2019 INTEGRA.pdf,validado,
8_13.8.2019-R2,DODF 152 13-08-2019 INTEGRA.pdf,validado,
9_10.9.2018-R1,DODF 172 10-09-2018 INTEGRA.pdf,validado,
9_10.9.2018-R2,DODF 172 10-09-2018 INTEGRA.pdf,validado,
9_10.9.2018-R3,DODF 172 10-09-2018 INTEGRA.pdf,validado,
9_10.9.2018-R5,DODF 172 10-09-2018 INTEGRA.pdf,validado,
