id_ato,pdf_nome,erro,ancora_buscada (fuzzy),ancora_buscada
634-R153,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"720000,00"
634-R154,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1620000,00"
634-R155,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"86545944,00"
634-R157,DODF 232 14-12-2021 INTEGRA.pdf,Objeto (objeto_contrato) não encontrado (Score: 0.0%),,
634-R160,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"14376,36"
634-R161,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"149739,11"
634-R162,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8683965,00"
634-R164,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4704,00"
634-R165,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"780000,00"
634-R166,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1680000,00"
634-R167,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"780000,00"
634-R168,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"540000,00"
634-R169,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"780000,00"
634-R170,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1020000,00"
634-R171,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"91213809,40"
634-R172,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2304,83"
634-R174,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"363300,00"
634-R175,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"69500,00"
634-R181,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8370,00"
634-R183,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1483830,00"
634-R184,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"47100,00"
634-R185,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"175733,22"
634-R188,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1676,80"
635-R104,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"210290,69"
635-R105,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"702474,05"
635-R106,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"284,91000"
635-R108,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"175000,04"
635-R109,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"33526,82"
635-R110,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"470265,18"
635-R111,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3521,50"
635-R112,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3550756,00"
635-R113,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9691,50"
635-R114,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"82500,00"
635-R115,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"495843,00"
635-R116,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"168860,00"
635-R119,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"180000,00"
635-R120,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"63687,48"
635-R121,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"812,40"
635-R122,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"315,00"
635-R123,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1085000,00"
635-R125,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"150000,02"
635-R126,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"259132,32"
635-R127,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"26845,00"
635-R128,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"459,00"
635-R129,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2150,00"
635-R130,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"355,00"
635-R131,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"275,00"
635-R145,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"850334,00"
635-R148,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3114600,00"
635-R149,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"173024,64"
635-R78,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"327000,00"
635-R79,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"852000,00"
635-R80,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"17618,50"
635-R81,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4797890,55"
635-R82,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2185678,11"
635-R83,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1870899,10"
635-R85,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"613104,00"
635-R87,DODF 224 02-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1568400,00"
636-R100,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4675,00"
636-R101,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9998559,00"
636-R102,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"44065,00"
636-R103,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"18600,00"
636-R104,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2226614,40"
636-R105,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"46999,98"
636-R106,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5636,61"
636-R107,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"632394,00"
636-R108,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"15411,75"
636-R109,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"95,35"
636-R110,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1077,60"
636-R111,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"41557,45"
636-R112,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"286,05"
636-R113,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1716,30"
636-R114,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"428,46"
636-R115,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5911,70"
636-R116,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"565,56"
636-R118,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"193200,00"
636-R122,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1680120,14"
636-R123,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1320000,00"
636-R124,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"193498,08"
636-R125,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"119849,76"
636-R126,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"52999,98"
636-R127,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"279774,96"
636-R128,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"339804,32"
636-R129,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"339804,32"
636-R130,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"182498,40"
636-R131,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"36598,15"
636-R132,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8324718,27"
636-R133,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"18732,38"
636-R134,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"41834,28"
636-R135,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4480,00"
636-R136,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"74690,00"
636-R137,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1215,74"
636-R138,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"72891,62"
636-R141,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"315603,25"
636-R142,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"437801,78"
636-R143,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8623579,98"
636-R144,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1771729,22"
636-R145,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"745058,72"
636-R146,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1206992,28"
636-R150,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1599999,90"
636-R151,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"106935,00"
636-R153,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8345,00"
636-R158,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5950,00"
636-R159,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"166,32"
636-R160,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"166,32"
636-R161,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2853,28"
636-R162,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2840,26"
636-R163,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3,36"
636-R164,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"506000,00"
636-R165,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1020000,00"
636-R166,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8979030,00"
636-R167,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7254868,60"
636-R168,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"183,49"
636-R169,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"99396,56"
636-R179,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"91011,00"
636-R180,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"240677,00"
636-R181,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1699635,00"
636-R182,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"48240,00"
636-R183,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"59912,00"
636-R184,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"537836,40"
636-R185,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"23200,80"
636-R93,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1300513,08"
636-R95,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"943385,48"
636-R96,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"180000,00"
636-R97,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"48500,00"
636-R98,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"39815,91"
636-R99,DODF 181 24-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"34601645,78"
637-R109,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"129864,75"
637-R111,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"33067,63"
637-R113,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5520,00"
637-R114,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"807664,20"
637-R116,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1178000,00"
637-R117,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6971582,28"
637-R119,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"260000,03"
637-R122,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"88066,56"
637-R123,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"981000,00"
637-R124,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"768000,00"
637-R127,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8200,00"
637-R128,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2632,10"
637-R129,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"185000,00"
637-R130,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"11423,20"
637-R131,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"29962,85"
637-R132,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5448,00"
637-R133,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"13200,00"
637-R134,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5,35325"
637-R135,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6,42487"
637-R136,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"18,90061"
637-R137,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"48807,56"
637-R139,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"311749,20"
637-R144,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"16620,00"
637-R145,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1620,00"
637-R147,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3916,00"
637-R150,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"110001,10"
637-R151,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"187233,00"
637-R162,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"120,00"
637-R163,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"143376,72"
637-R164,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2143288,61"
637-R165,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4012544,14"
637-R166,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"203871,28"
637-R167,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"80842,68"
637-R168,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"27646,92"
637-R169,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"29000,88"
637-R171,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"14500,00"
637-R172,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"147795,00"
637-R175,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"49992,00"
637-R176,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1046145,72"
637-R177,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2199556,02"
637-R178,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2469,70"
637-R179,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"58796,62"
637-R180,DODF 191 08-10-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"792000,00"
638-R140,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4900,00"
638-R25,DODF 053 18-03-2022 INTEGRA.pdf,Objeto (objeto_contrato) não encontrado (Score: 0.0%),,
638-R29,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1991,20"
638-R30,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1780000,00"
638-R31,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3395757,64"
638-R32,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"944860,00"
638-R33,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8680000,00"
638-R34,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"17599,80"
638-R35,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"189906,87"
638-R36,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"91500,00"
638-R37,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"282335,40"
638-R38,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"78715,00"
638-R43,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1749999,79"
638-R44,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2899206,00"
638-R45,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1345802,92"
638-R47,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2096,00"
638-R48,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4926400,00"
638-R50,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"35000,00"
638-R51,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"27000,00"
638-R52,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"203567,14"
638-R53,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"23838101,64"
638-R54,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4956800,00"
638-R55,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7102,44"
638-R56,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"104,62"
638-R57,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"70781,28"
638-R60,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1306,48"
638-R61,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"17738,00"
638-R62,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8628,78"
638-R70,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"750463,71"
638-R71,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5363219,54"
638-R72,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1643161,92"
638-R73,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"855749,29"
638-R74,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"41658,31"
638-R75,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1720017,86"
638-R76,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"624046,54"
638-R77,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"298804,43"
638-R78,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"88700,00"
638-R80,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8339327,85"
638-R81,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1796,00"
638-R82,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"11963826,74"
638-R83,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"47948,95"
638-R84,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"22636,80"
638-R85,DODF 053 18-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"547811,64"
639-R11,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5281536,00"
639-R12,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1340908,88"
639-R13,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1030915,22"
639-R14,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1189370,35"
639-R142,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3312,99"
639-R146,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"93400,00"
639-R147,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3420000,00"
639-R148,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2595849,00"
639-R149,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1684,00"
639-R15,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1587905,42"
639-R150,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1527494,44"
639-R151,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1974812,88"
639-R152,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"51906,00"
639-R155,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"367225,52"
639-R157,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3785545,00"
639-R158,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"459628,00"
639-R159,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"750000,00"
639-R160,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"12284388,00"
639-R17,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"300000,00"
639-R18,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"785984,72"
639-R19,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"39999,00"
639-R20,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"64459,00"
639-R21,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"44982,00"
639-R22,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"483013,44"
639-R24,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"238185,37"
639-R25,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8850,00"
639-R27,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"495000,00"
639-R42,DODF 044 07-03-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1348346,95"
665-R55,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5634975,90"
665-R56,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1530000,00"
665-R57,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7190,00"
665-R58,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"29100,00"
665-R59,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"237673,60"
665-R61,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"132615,15"
665-R62,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1731509,18"
665-R63,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10180000,01"
665-R65,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"351800,00"
665-R66,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"928387,50"
665-R67,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"16256,00"
665-R83,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"90000,00"
665-R84,DODF 125 06-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2120000,00"
666-R42,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"69534,65"
666-R54,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"13500000,00"
666-R55,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"19799,98"
