id_ato,pdf_nome,erro,ancora_buscada (fuzzy),ancora_buscada
631-R25,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"13507,19"
631-R26,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"250,00"
631-R27,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"572,10"
631-R28,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1466,97"
631-R29,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"601,38"
631-R30,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3976,71"
631-R31,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"405,77"
631-R32,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"12806,60"
631-R33,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"27,28276"
631-R34,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1,93333"
631-R35,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1,33671"
631-R36,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1,32560"
631-R37,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,16685
631-R38,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,22201
631-R39,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"22,42622"
631-R40,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"114,26568"
631-R41,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,85815
631-R42,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3,48274"
631-R43,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,78507
631-R44,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,26167
631-R45,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,68685
631-R46,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2,94491"
631-R47,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"55,84360"
631-R48,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,59400
631-R49,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"130330,80"
631-R52,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2451,79"
631-R53,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"178719,06"
631-R54,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10021142,00"
631-R56,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"200000,00"
631-R57,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"50000,00"
631-R59,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"95,35"
631-R64,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"117,51"
631-R70,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4676,49"
631-R72,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10749,95"
631-R74,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4218278,13"
631-R77,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,26987350
631-R78,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"584415,00"
631-R80,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8511120,00"
631-R81,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"731,00"
631-R82,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3750,00"
631-R83,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"300,00"
631-R84,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2399166,97"
631-R86,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1147000,00"
631-R87,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"465121,25"
631-R88,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1811,65"
631-R89,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"775,43"
631-R91,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"11280,00"
631-R92,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"498527,63"
631-R93,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"729048,13"
631-R94,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"709506,00"
631-R95,DODF 011 17-01-2022 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"510000,00"
632-R100,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5125,00"
632-R101,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8350,00"
632-R102,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5775,00"
632-R103,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1175,00"
632-R104,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5425,00"
632-R105,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1175,00"
632-R106,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4025,00"
632-R107,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8350,00"
632-R108,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4225,00"
632-R109,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4875,00"
632-R110,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3050,00"
632-R111,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,":2625,00"
632-R113,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6175,00"
632-R114,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3150,00"
632-R115,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6600,00"
632-R120,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4025,00"
632-R121,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3600,00"
632-R122,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4875,00"
632-R124,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6300,00"
632-R125,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3600,00"
632-R127,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8175,00"
632-R128,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7225,00"
632-R129,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7150,00"
632-R130,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10200,00"
632-R131,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2625,00"
632-R132,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9175,00"
632-R133,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5975,00"
632-R134,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8175,00"
632-R136,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1575,00"
632-R137,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3600,00"
632-R138,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9175,00"
632-R139,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5775,00"
632-R140,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7225,00"
632-R141,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1825,00"
632-R142,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3975,00"
632-R143,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8350,00"
632-R144,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5875,00"
632-R145,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7175,00"
632-R147,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9175,00"
632-R148,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5125,00"
632-R149,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6600,00"
632-R151,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6300,00"
632-R152,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1850,00"
632-R153,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4475,00"
632-R154,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5225,00"
632-R155,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10525,00"
632-R156,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2875,00"
632-R157,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5225,00"
632-R158,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7150,00"
632-R159,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5275,00"
632-R160,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3800,00"
632-R161,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5275,00"
632-R162,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6150,00"
632-R163,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7175,00"
632-R164,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1825,00"
632-R165,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4750,00"
632-R166,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4475,00"
632-R167,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4375,00"
632-R168,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3975,00"
632-R169,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3150,00"
632-R170,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4250,00"
632-R171,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8175,00"
632-R172,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7150,00"
632-R173,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1850,00"
632-R174,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3750,00"
632-R175,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6150,00"
632-R176,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3844,80"
632-R177,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"486795,27"
632-R178,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"25200,00"
632-R179,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3720000,00"
632-R180,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"102113,55"
632-R181,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1260000,00"
632-R182,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"642000,00"
632-R183,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"207043,01"
632-R185,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,confomecláusulasextadocontato
632-R187,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8076265,50"
632-R192,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6237,00"
632-R193,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"232599,840"
632-R198,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"11700,00"
632-R199,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"369963,06"
632-R201,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1083635,41"
632-R204,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3500,00"
632-R205,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"277328,04"
632-R206,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5628,30"
632-R207,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"33067,63"
632-R208,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4290,75"
632-R222,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"94500,00"
632-R223,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8574,00"
632-R224,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4020,00"
632-R225,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1329600,00"
632-R226,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"37540,00"
632-R227,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"71800,00"
632-R228,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"62250,00"
632-R229,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3050,00"
632-R230,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7150,00"
632-R231,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3800,00"
632-R232,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4750,00"
632-R233,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6150,00"
632-R234,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3400,00"
632-R235,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8750,00"
632-R236,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1825,00"
632-R237,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7875,00"
632-R72,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1798301,90"
632-R73,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"229608,56"
632-R74,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"11775,00"
632-R75,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"17250,00"
632-R76,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"12800,00"
632-R77,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8325,00"
632-R78,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5425,00"
632-R80,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7275,00"
632-R81,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10575,00"
632-R82,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4750,00"
632-R83,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10525,00"
632-R84,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3750,00"
632-R85,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2875,00"
632-R86,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8325,00"
632-R87,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7150,00"
632-R88,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5425,00"
632-R89,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5425,00"
632-R90,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6175,00"
632-R91,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4225,00"
632-R92,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8750,00"
632-R93,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4475,00"
632-R94,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4875,00"
632-R95,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2875,00"
632-R96,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10200,00"
632-R98,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"7875,00"
632-R99,DODF 173 14-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3050,00"
633-R101,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"84240,00"
633-R102,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5940,00"
633-R104,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"17990000,00"
633-R105,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"237900,00"
633-R106,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4860,00"
633-R107,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3450,00"
633-R108,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1253000,12"
633-R109,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4145865,00"
633-R113,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9976,87"
633-R114,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4480,00"
633-R115,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"74690,00"
633-R116,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"162320,00"
633-R119,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"200000,00"
633-R120,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"33500,01"
633-R122,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"753560,90"
633-R128,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4950405,72"
633-R129,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"35000000,00"
633-R130,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1348945,92"
633-R131,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"88999,80"
633-R132,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"80025,00"
633-R133,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"355999,80"
633-R134,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"324829,20"
633-R135,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"11469,60"
633-R136,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3294720,00"
633-R137,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"291477,93"
633-R138,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"49000000,00"
633-R139,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"660000,00"
633-R140,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"773710,00"
633-R141,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"11351480,73"
633-R142,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1992900,04"
633-R143,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"368880,00"
633-R144,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2088000,00"
633-R145,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"73500,00"
633-R146,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"292381,85"
633-R147,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"99439,70"
633-R148,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"81380,00"
633-R149,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"68522,94"
633-R151,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6661959,78"
633-R152,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1600000,00"
633-R153,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"235197,60"
633-R154,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"248477,00"
633-R156,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"878149,00"
633-R159,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"98999,99"
633-R160,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"31928,00"
633-R161,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1379421,25"
633-R162,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5682600,00"
633-R181,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"188730,00"
633-R182,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"319761,00"
633-R184,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4748930,00"
633-R185,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10154013,10"
633-R186,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3015,60"
633-R187,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8070,32"
633-R188,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10143,80"
633-R189,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"468767,37"
633-R190,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"55813,37"
633-R191,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"43400,00"
633-R192,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"107000,00"
633-R193,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"241710,00"
633-R98,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3690,00"
633-R99,DODF 184 29-09-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4185,00"
634-R102,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"272291,08"
634-R113,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"526062,03"
634-R114,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"8720,00"
634-R115,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"1350,00"
634-R118,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"31264,00"
634-R122,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5462,64"
634-R123,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"6590,54"
634-R127,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10000,00"
634-R134,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"10000,00"
634-R142,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"5026000,00"
634-R144,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"17723,14"
634-R145,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"120290,00"
634-R146,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"207174,60"
634-R147,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"238990,80"
634-R148,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"790732,80"
634-R149,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9875,00"
634-R150,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"698987,22"
634-R151,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"232995,74"
634-R152,DODF 232 14-12-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"21952,27"
